Estado,Sesión,Fecha,Dia_Semana,Hora_Sorteo,Fijo
FL,Evening,2018-12-30,Sunday,21:50,81.0
NY,Evening,2018-12-30,Sunday,22:30,86.0
GA,Night,2018-12-30,Sunday,23:34,49.0
GA,Midday,2018-12-31,Monday,12:30,33.0
FL,Midday,2018-12-31,Monday,13:34,42.0
NY,Midday,2018-12-31,Monday,14:30,43.0
GA,Evening,2018-12-31,Monday,19:00,76.0
FL,Evening,2018-12-31,Monday,21:50,28.0
NY,Evening,2018-12-31,Monday,22:30,43.0
GA,Night,2018-12-31,Monday,23:34,79.0
GA,Midday,2019-01-01,Tuesday,12:30,85.0
FL,Midday,2019-01-01,Tuesday,13:34,32.0
NY,Midday,2019-01-01,Tuesday,14:30,73.0
GA,Evening,2019-01-01,Tuesday,19:00,79.0
FL,Evening,2019-01-01,Tuesday,21:50,74.0
NY,Evening,2019-01-01,Tuesday,22:30,83.0
GA,Night,2019-01-01,Tuesday,23:34,77.0
GA,Midday,2019-01-02,Wednesday,12:30,98.0
FL,Midday,2019-01-02,Wednesday,13:34,44.0
NY,Midday,2019-01-02,Wednesday,14:30,10.0
GA,Evening,2019-01-02,Wednesday,19:00,73.0
FL,Evening,2019-01-02,Wednesday,21:50,96.0
NY,Evening,2019-01-02,Wednesday,22:30,88.0
GA,Night,2019-01-02,Wednesday,23:34,73.0
GA,Midday,2019-01-03,Thursday,12:30,54.0
FL,Midday,2019-01-03,Thursday,13:34,46.0
NY,Midday,2019-01-03,Thursday,14:30,32.0
GA,Evening,2019-01-03,Thursday,19:00,89.0
FL,Evening,2019-01-03,Thursday,21:50,57.0
NY,Evening,2019-01-03,Thursday,22:30,4.0
GA,Night,2019-01-03,Thursday,23:34,11.0
GA,Midday,2019-01-04,Friday,12:30,22.0
FL,Midday,2019-01-04,Friday,13:34,87.0
NY,Midday,2019-01-04,Friday,14:30,10.0
GA,Evening,2019-01-04,Friday,19:00,86.0
FL,Evening,2019-01-04,Friday,21:50,35.0
NY,Evening,2019-01-04,Friday,22:30,23.0
GA,Night,2019-01-04,Friday,23:34,42.0
GA,Midday,2019-01-05,Saturday,12:30,8.0
FL,Midday,2019-01-05,Saturday,13:34,24.0
NY,Midday,2019-01-05,Saturday,14:30,17.0
GA,Evening,2019-01-05,Saturday,19:00,62.0
FL,Evening,2019-01-05,Saturday,21:50,98.0
NY,Evening,2019-01-05,Saturday,22:30,91.0
GA,Night,2019-01-05,Saturday,23:34,7.0
GA,Midday,2019-01-06,Sunday,12:30,90.0
FL,Midday,2019-01-06,Sunday,13:34,47.0
NY,Midday,2019-01-06,Sunday,14:30,74.0
GA,Evening,2019-01-06,Sunday,19:00,17.0
FL,Evening,2019-01-06,Sunday,21:50,55.0
NY,Evening,2019-01-06,Sunday,22:30,62.0
GA,Night,2019-01-06,Sunday,23:34,0.0
GA,Midday,2019-01-07,Monday,12:30,21.0
FL,Midday,2019-01-07,Monday,13:34,84.0
NY,Midday,2019-01-07,Monday,14:30,63.0
GA,Evening,2019-01-07,Monday,19:00,80.0
FL,Evening,2019-01-07,Monday,21:50,53.0
NY,Evening,2019-01-07,Monday,22:30,78.0
GA,Night,2019-01-07,Monday,23:34,67.0
GA,Midday,2019-01-08,Tuesday,12:30,44.0
FL,Midday,2019-01-08,Tuesday,13:34,8.0
NY,Midday,2019-01-08,Tuesday,14:30,88.0
GA,Evening,2019-01-08,Tuesday,19:00,17.0
FL,Evening,2019-01-08,Tuesday,21:50,19.0
NY,Evening,2019-01-08,Tuesday,22:30,40.0
GA,Night,2019-01-08,Tuesday,23:34,88.0
GA,Midday,2019-01-09,Wednesday,12:30,47.0
FL,Midday,2019-01-09,Wednesday,13:34,18.0
NY,Midday,2019-01-09,Wednesday,14:30,3.0
GA,Evening,2019-01-09,Wednesday,19:00,0.0
FL,Evening,2019-01-09,Wednesday,21:50,20.0
NY,Evening,2019-01-09,Wednesday,22:30,24.0
GA,Night,2019-01-09,Wednesday,23:34,68.0
GA,Midday,2019-01-10,Thursday,12:30,57.0
FL,Midday,2019-01-10,Thursday,13:34,90.0
NY,Midday,2019-01-10,Thursday,14:30,51.0
GA,Evening,2019-01-10,Thursday,19:00,17.0
FL,Evening,2019-01-10,Thursday,21:50,8.0
NY,Evening,2019-01-10,Thursday,22:30,50.0
GA,Night,2019-01-10,Thursday,23:34,36.0
GA,Midday,2019-01-11,Friday,12:30,73.0
FL,Midday,2019-01-11,Friday,13:34,24.0
NY,Midday,2019-01-11,Friday,14:30,25.0
GA,Evening,2019-01-11,Friday,19:00,27.0
FL,Evening,2019-01-11,Friday,21:50,86.0
NY,Evening,2019-01-11,Friday,22:30,11.0
GA,Night,2019-01-11,Friday,23:34,54.0
GA,Midday,2019-01-12,Saturday,12:30,79.0
FL,Midday,2019-01-12,Saturday,13:34,65.0
NY,Midday,2019-01-12,Saturday,14:30,19.0
GA,Evening,2019-01-12,Saturday,19:00,48.0
FL,Evening,2019-01-12,Saturday,21:50,16.0
NY,Evening,2019-01-12,Saturday,22:30,26.0
GA,Night,2019-01-12,Saturday,23:34,27.0
GA,Midday,2019-01-13,Sunday,12:30,9.0
FL,Midday,2019-01-13,Sunday,13:34,10.0
NY,Midday,2019-01-13,Sunday,14:30,19.0
GA,Evening,2019-01-13,Sunday,19:00,13.0
FL,Evening,2019-01-13,Sunday,21:50,24.0
NY,Evening,2019-01-13,Sunday,22:30,55.0
GA,Night,2019-01-13,Sunday,23:34,46.0
GA,Midday,2019-01-14,Monday,12:30,71.0
FL,Midday,2019-01-14,Monday,13:34,57.0
NY,Midday,2019-01-14,Monday,14:30,94.0
GA,Evening,2019-01-14,Monday,19:00,99.0
FL,Evening,2019-01-14,Monday,21:50,62.0
NY,Evening,2019-01-14,Monday,22:30,7.0
GA,Night,2019-01-14,Monday,23:34,26.0
GA,Midday,2019-01-15,Tuesday,12:30,62.0
FL,Midday,2019-01-15,Tuesday,13:34,99.0
NY,Midday,2019-01-15,Tuesday,14:30,86.0
GA,Evening,2019-01-15,Tuesday,19:00,95.0
FL,Evening,2019-01-15,Tuesday,21:50,25.0
NY,Evening,2019-01-15,Tuesday,22:30,78.0
GA,Night,2019-01-15,Tuesday,23:34,25.0
GA,Midday,2019-01-16,Wednesday,12:30,94.0
FL,Midday,2019-01-16,Wednesday,13:34,12.0
NY,Midday,2019-01-16,Wednesday,14:30,54.0
GA,Evening,2019-01-16,Wednesday,19:00,18.0
FL,Evening,2019-01-16,Wednesday,21:50,43.0
NY,Evening,2019-01-16,Wednesday,22:30,14.0
GA,Night,2019-01-16,Wednesday,23:34,68.0
GA,Midday,2019-01-17,Thursday,12:30,7.0
FL,Midday,2019-01-17,Thursday,13:34,86.0
NY,Midday,2019-01-17,Thursday,14:30,61.0
GA,Evening,2019-01-17,Thursday,19:00,39.0
FL,Evening,2019-01-17,Thursday,21:50,47.0
NY,Evening,2019-01-17,Thursday,22:30,37.0
GA,Night,2019-01-17,Thursday,23:34,81.0
GA,Midday,2019-01-18,Friday,12:30,17.0
FL,Midday,2019-01-18,Friday,13:34,78.0
NY,Midday,2019-01-18,Friday,14:30,54.0
GA,Evening,2019-01-18,Friday,19:00,17.0
FL,Evening,2019-01-18,Friday,21:50,86.0
NY,Evening,2019-01-18,Friday,22:30,17.0
GA,Night,2019-01-18,Friday,23:34,49.0
GA,Midday,2019-01-19,Saturday,12:30,86.0
FL,Midday,2019-01-19,Saturday,13:34,11.0
NY,Midday,2019-01-19,Saturday,14:30,7.0
GA,Evening,2019-01-19,Saturday,19:00,72.0
FL,Evening,2019-01-19,Saturday,21:50,54.0
NY,Evening,2019-01-19,Saturday,22:30,6.0
GA,Night,2019-01-19,Saturday,23:34,54.0
GA,Midday,2019-01-20,Sunday,12:30,32.0
FL,Midday,2019-01-20,Sunday,13:34,73.0
NY,Midday,2019-01-20,Sunday,14:30,15.0
GA,Evening,2019-01-20,Sunday,19:00,98.0
FL,Evening,2019-01-20,Sunday,21:50,61.0
NY,Evening,2019-01-20,Sunday,22:30,79.0
GA,Night,2019-01-20,Sunday,23:34,24.0
GA,Midday,2019-01-21,Monday,12:30,45.0
FL,Midday,2019-01-21,Monday,13:34,26.0
NY,Midday,2019-01-21,Monday,14:30,9.0
GA,Evening,2019-01-21,Monday,19:00,64.0
FL,Evening,2019-01-21,Monday,21:50,16.0
NY,Evening,2019-01-21,Monday,22:30,2.0
GA,Night,2019-01-21,Monday,23:34,50.0
GA,Midday,2019-01-22,Tuesday,12:30,42.0
FL,Midday,2019-01-22,Tuesday,13:34,92.0
NY,Midday,2019-01-22,Tuesday,14:30,44.0
GA,Evening,2019-01-22,Tuesday,19:00,43.0
FL,Evening,2019-01-22,Tuesday,21:50,77.0
NY,Evening,2019-01-22,Tuesday,22:30,98.0
GA,Night,2019-01-22,Tuesday,23:34,52.0
GA,Midday,2019-01-23,Wednesday,12:30,82.0
FL,Midday,2019-01-23,Wednesday,13:34,15.0
NY,Midday,2019-01-23,Wednesday,14:30,15.0
GA,Evening,2019-01-23,Wednesday,19:00,43.0
FL,Evening,2019-01-23,Wednesday,21:50,65.0
NY,Evening,2019-01-23,Wednesday,22:30,46.0
GA,Night,2019-01-23,Wednesday,23:34,58.0
GA,Midday,2019-01-24,Thursday,12:30,69.0
FL,Midday,2019-01-24,Thursday,13:34,93.0
NY,Midday,2019-01-24,Thursday,14:30,96.0
GA,Evening,2019-01-24,Thursday,19:00,33.0
FL,Evening,2019-01-24,Thursday,21:50,37.0
NY,Evening,2019-01-24,Thursday,22:30,49.0
GA,Night,2019-01-24,Thursday,23:34,82.0
GA,Midday,2019-01-25,Friday,12:30,56.0
FL,Midday,2019-01-25,Friday,13:34,4.0
NY,Midday,2019-01-25,Friday,14:30,42.0
GA,Evening,2019-01-25,Friday,19:00,99.0
FL,Evening,2019-01-25,Friday,21:50,81.0
NY,Evening,2019-01-25,Friday,22:30,78.0
GA,Night,2019-01-25,Friday,23:34,81.0
GA,Midday,2019-01-26,Saturday,12:30,55.0
FL,Midday,2019-01-26,Saturday,13:34,27.0
NY,Midday,2019-01-26,Saturday,14:30,44.0
GA,Evening,2019-01-26,Saturday,19:00,3.0
FL,Evening,2019-01-26,Saturday,21:50,23.0
NY,Evening,2019-01-26,Saturday,22:30,60.0
GA,Night,2019-01-26,Saturday,23:34,9.0
GA,Midday,2019-01-27,Sunday,12:30,96.0
FL,Midday,2019-01-27,Sunday,13:34,89.0
NY,Midday,2019-01-27,Sunday,14:30,62.0
GA,Evening,2019-01-27,Sunday,19:00,39.0
FL,Evening,2019-01-27,Sunday,21:50,98.0
NY,Evening,2019-01-27,Sunday,22:30,21.0
GA,Night,2019-01-27,Sunday,23:34,34.0
GA,Midday,2019-01-28,Monday,12:30,75.0
FL,Midday,2019-01-28,Monday,13:34,30.0
NY,Midday,2019-01-28,Monday,14:30,57.0
GA,Evening,2019-01-28,Monday,19:00,29.0
FL,Evening,2019-01-28,Monday,21:50,4.0
NY,Evening,2019-01-28,Monday,22:30,43.0
GA,Night,2019-01-28,Monday,23:34,51.0
GA,Midday,2019-01-29,Tuesday,12:30,25.0
FL,Midday,2019-01-29,Tuesday,13:34,43.0
NY,Midday,2019-01-29,Tuesday,14:30,19.0
GA,Evening,2019-01-29,Tuesday,19:00,99.0
FL,Evening,2019-01-29,Tuesday,21:50,37.0
NY,Evening,2019-01-29,Tuesday,22:30,32.0
GA,Night,2019-01-29,Tuesday,23:34,67.0
GA,Midday,2019-01-30,Wednesday,12:30,42.0
FL,Midday,2019-01-30,Wednesday,13:34,36.0
NY,Midday,2019-01-30,Wednesday,14:30,28.0
GA,Evening,2019-01-30,Wednesday,19:00,26.0
FL,Evening,2019-01-30,Wednesday,21:50,92.0
NY,Evening,2019-01-30,Wednesday,22:30,0.0
GA,Night,2019-01-30,Wednesday,23:34,82.0
GA,Midday,2019-01-31,Thursday,12:30,90.0
FL,Midday,2019-01-31,Thursday,13:34,45.0
NY,Midday,2019-01-31,Thursday,14:30,82.0
GA,Evening,2019-01-31,Thursday,19:00,19.0
FL,Evening,2019-01-31,Thursday,21:50,69.0
NY,Evening,2019-01-31,Thursday,22:30,10.0
GA,Night,2019-01-31,Thursday,23:34,3.0
GA,Midday,2019-02-01,Friday,12:30,76.0
FL,Midday,2019-02-01,Friday,13:34,84.0
NY,Midday,2019-02-01,Friday,14:30,50.0
GA,Evening,2019-02-01,Friday,19:00,99.0
FL,Evening,2019-02-01,Friday,21:50,34.0
NY,Evening,2019-02-01,Friday,22:30,97.0
GA,Night,2019-02-01,Friday,23:34,15.0
GA,Midday,2019-02-02,Saturday,12:30,88.0
FL,Midday,2019-02-02,Saturday,13:34,86.0
NY,Midday,2019-02-02,Saturday,14:30,17.0
GA,Evening,2019-02-02,Saturday,19:00,27.0
FL,Evening,2019-02-02,Saturday,21:50,67.0
NY,Evening,2019-02-02,Saturday,22:30,44.0
GA,Night,2019-02-02,Saturday,23:34,69.0
GA,Midday,2019-02-03,Sunday,12:30,56.0
FL,Midday,2019-02-03,Sunday,13:34,41.0
NY,Midday,2019-02-03,Sunday,14:30,96.0
GA,Evening,2019-02-03,Sunday,19:00,3.0
FL,Evening,2019-02-03,Sunday,21:50,78.0
NY,Evening,2019-02-03,Sunday,22:30,69.0
GA,Night,2019-02-03,Sunday,23:34,9.0
GA,Midday,2019-02-04,Monday,12:30,17.0
FL,Midday,2019-02-04,Monday,13:34,4.0
NY,Midday,2019-02-04,Monday,14:30,31.0
GA,Evening,2019-02-04,Monday,19:00,92.0
FL,Evening,2019-02-04,Monday,21:50,68.0
NY,Evening,2019-02-04,Monday,22:30,50.0
GA,Night,2019-02-04,Monday,23:34,53.0
GA,Midday,2019-02-05,Tuesday,12:30,94.0
FL,Midday,2019-02-05,Tuesday,13:34,98.0
NY,Midday,2019-02-05,Tuesday,14:30,58.0
GA,Evening,2019-02-05,Tuesday,19:00,52.0
FL,Evening,2019-02-05,Tuesday,21:50,98.0
NY,Evening,2019-02-05,Tuesday,22:30,43.0
GA,Night,2019-02-05,Tuesday,23:34,87.0
GA,Midday,2019-02-06,Wednesday,12:30,77.0
FL,Midday,2019-02-06,Wednesday,13:34,89.0
NY,Midday,2019-02-06,Wednesday,14:30,71.0
GA,Evening,2019-02-06,Wednesday,19:00,55.0
FL,Evening,2019-02-06,Wednesday,21:50,19.0
NY,Evening,2019-02-06,Wednesday,22:30,91.0
GA,Night,2019-02-06,Wednesday,23:34,64.0
GA,Midday,2019-02-07,Thursday,12:30,28.0
FL,Midday,2019-02-07,Thursday,13:34,15.0
NY,Midday,2019-02-07,Thursday,14:30,29.0
GA,Evening,2019-02-07,Thursday,19:00,25.0
FL,Evening,2019-02-07,Thursday,21:50,24.0
NY,Evening,2019-02-07,Thursday,22:30,73.0
GA,Night,2019-02-07,Thursday,23:34,24.0
GA,Midday,2019-02-08,Friday,12:30,51.0
FL,Midday,2019-02-08,Friday,13:34,77.0
NY,Midday,2019-02-08,Friday,14:30,73.0
GA,Evening,2019-02-08,Friday,19:00,38.0
FL,Evening,2019-02-08,Friday,21:50,62.0
NY,Evening,2019-02-08,Friday,22:30,24.0
GA,Night,2019-02-08,Friday,23:34,75.0
GA,Midday,2019-02-09,Saturday,12:30,37.0
FL,Midday,2019-02-09,Saturday,13:34,34.0
NY,Midday,2019-02-09,Saturday,14:30,39.0
GA,Evening,2019-02-09,Saturday,19:00,18.0
FL,Evening,2019-02-09,Saturday,21:50,77.0
NY,Evening,2019-02-09,Saturday,22:30,58.0
GA,Night,2019-02-09,Saturday,23:34,87.0
GA,Midday,2019-02-10,Sunday,12:30,47.0
FL,Midday,2019-02-10,Sunday,13:34,14.0
NY,Midday,2019-02-10,Sunday,14:30,9.0
GA,Evening,2019-02-10,Sunday,19:00,40.0
FL,Evening,2019-02-10,Sunday,21:50,60.0
NY,Evening,2019-02-10,Sunday,22:30,23.0
GA,Night,2019-02-10,Sunday,23:34,29.0
GA,Midday,2019-02-11,Monday,12:30,72.0
FL,Midday,2019-02-11,Monday,13:34,21.0
NY,Midday,2019-02-11,Monday,14:30,27.0
GA,Evening,2019-02-11,Monday,19:00,1.0
FL,Evening,2019-02-11,Monday,21:50,51.0
NY,Evening,2019-02-11,Monday,22:30,59.0
GA,Night,2019-02-11,Monday,23:34,41.0
GA,Midday,2019-02-12,Tuesday,12:30,59.0
FL,Midday,2019-02-12,Tuesday,13:34,18.0
NY,Midday,2019-02-12,Tuesday,14:30,41.0
GA,Evening,2019-02-12,Tuesday,19:00,15.0
FL,Evening,2019-02-12,Tuesday,21:50,43.0
NY,Evening,2019-02-12,Tuesday,22:30,78.0
GA,Night,2019-02-12,Tuesday,23:34,64.0
GA,Midday,2019-02-13,Wednesday,12:30,78.0
FL,Midday,2019-02-13,Wednesday,13:34,37.0
NY,Midday,2019-02-13,Wednesday,14:30,23.0
GA,Evening,2019-02-13,Wednesday,19:00,44.0
FL,Evening,2019-02-13,Wednesday,21:50,91.0
NY,Evening,2019-02-13,Wednesday,22:30,79.0
GA,Night,2019-02-13,Wednesday,23:34,90.0
GA,Midday,2019-02-14,Thursday,12:30,1.0
FL,Midday,2019-02-14,Thursday,13:34,18.0
NY,Midday,2019-02-14,Thursday,14:30,93.0
GA,Evening,2019-02-14,Thursday,19:00,85.0
FL,Evening,2019-02-14,Thursday,21:50,53.0
NY,Evening,2019-02-14,Thursday,22:30,9.0
GA,Night,2019-02-14,Thursday,23:34,45.0
GA,Midday,2019-02-15,Friday,12:30,33.0
FL,Midday,2019-02-15,Friday,13:34,32.0
NY,Midday,2019-02-15,Friday,14:30,46.0
GA,Evening,2019-02-15,Friday,19:00,80.0
FL,Evening,2019-02-15,Friday,21:50,50.0
NY,Evening,2019-02-15,Friday,22:30,16.0
GA,Night,2019-02-15,Friday,23:34,84.0
GA,Midday,2019-02-16,Saturday,12:30,90.0
FL,Midday,2019-02-16,Saturday,13:34,1.0
NY,Midday,2019-02-16,Saturday,14:30,2.0
GA,Evening,2019-02-16,Saturday,19:00,34.0
FL,Evening,2019-02-16,Saturday,21:50,1.0
NY,Evening,2019-02-16,Saturday,22:30,97.0
GA,Night,2019-02-16,Saturday,23:34,61.0
GA,Midday,2019-02-17,Sunday,12:30,55.0
FL,Midday,2019-02-17,Sunday,13:34,42.0
NY,Midday,2019-02-17,Sunday,14:30,19.0
GA,Evening,2019-02-17,Sunday,19:00,0.0
FL,Evening,2019-02-17,Sunday,21:50,4.0
NY,Evening,2019-02-17,Sunday,22:30,39.0
GA,Night,2019-02-17,Sunday,23:34,24.0
GA,Midday,2019-02-18,Monday,12:30,69.0
FL,Midday,2019-02-18,Monday,13:34,94.0
NY,Midday,2019-02-18,Monday,14:30,65.0
GA,Evening,2019-02-18,Monday,19:00,47.0
FL,Evening,2019-02-18,Monday,21:50,62.0
NY,Evening,2019-02-18,Monday,22:30,55.0
GA,Night,2019-02-18,Monday,23:34,35.0
GA,Midday,2019-02-19,Tuesday,12:30,81.0
FL,Midday,2019-02-19,Tuesday,13:34,24.0
NY,Midday,2019-02-19,Tuesday,14:30,57.0
GA,Evening,2019-02-19,Tuesday,19:00,6.0
FL,Evening,2019-02-19,Tuesday,21:50,6.0
NY,Evening,2019-02-19,Tuesday,22:30,61.0
GA,Night,2019-02-19,Tuesday,23:34,65.0
GA,Midday,2019-02-20,Wednesday,12:30,17.0
FL,Midday,2019-02-20,Wednesday,13:34,73.0
NY,Midday,2019-02-20,Wednesday,14:30,88.0
GA,Evening,2019-02-20,Wednesday,19:00,5.0
FL,Evening,2019-02-20,Wednesday,21:50,73.0
NY,Evening,2019-02-20,Wednesday,22:30,59.0
GA,Night,2019-02-20,Wednesday,23:34,7.0
GA,Midday,2019-02-21,Thursday,12:30,78.0
FL,Midday,2019-02-21,Thursday,13:34,76.0
NY,Midday,2019-02-21,Thursday,14:30,8.0
GA,Evening,2019-02-21,Thursday,19:00,68.0
FL,Evening,2019-02-21,Thursday,21:50,87.0
NY,Evening,2019-02-21,Thursday,22:30,24.0
GA,Night,2019-02-21,Thursday,23:34,50.0
GA,Midday,2019-02-22,Friday,12:30,89.0
FL,Midday,2019-02-22,Friday,13:34,17.0
NY,Midday,2019-02-22,Friday,14:30,28.0
GA,Evening,2019-02-22,Friday,19:00,57.0
FL,Evening,2019-02-22,Friday,21:50,3.0
NY,Evening,2019-02-22,Friday,22:30,78.0
GA,Night,2019-02-22,Friday,23:34,56.0
GA,Midday,2019-02-23,Saturday,12:30,32.0
FL,Midday,2019-02-23,Saturday,13:34,42.0
NY,Midday,2019-02-23,Saturday,14:30,42.0
GA,Evening,2019-02-23,Saturday,19:00,31.0
FL,Evening,2019-02-23,Saturday,21:50,79.0
NY,Evening,2019-02-23,Saturday,22:30,71.0
GA,Night,2019-02-23,Saturday,23:34,51.0
GA,Midday,2019-02-24,Sunday,12:30,54.0
FL,Midday,2019-02-24,Sunday,13:34,19.0
NY,Midday,2019-02-24,Sunday,14:30,53.0
GA,Evening,2019-02-24,Sunday,19:00,29.0
FL,Evening,2019-02-24,Sunday,21:50,21.0
NY,Evening,2019-02-24,Sunday,22:30,20.0
GA,Night,2019-02-24,Sunday,23:34,15.0
GA,Midday,2019-02-25,Monday,12:30,95.0
FL,Midday,2019-02-25,Monday,13:34,87.0
NY,Midday,2019-02-25,Monday,14:30,95.0
GA,Evening,2019-02-25,Monday,19:00,12.0
FL,Evening,2019-02-25,Monday,21:50,46.0
NY,Evening,2019-02-25,Monday,22:30,25.0
GA,Night,2019-02-25,Monday,23:34,6.0
GA,Midday,2019-02-26,Tuesday,12:30,89.0
FL,Midday,2019-02-26,Tuesday,13:34,49.0
NY,Midday,2019-02-26,Tuesday,14:30,13.0
GA,Evening,2019-02-26,Tuesday,19:00,55.0
FL,Evening,2019-02-26,Tuesday,21:50,29.0
NY,Evening,2019-02-26,Tuesday,22:30,76.0
GA,Night,2019-02-26,Tuesday,23:34,66.0
GA,Midday,2019-02-27,Wednesday,12:30,30.0
FL,Midday,2019-02-27,Wednesday,13:34,0.0
NY,Midday,2019-02-27,Wednesday,14:30,29.0
GA,Evening,2019-02-27,Wednesday,19:00,67.0
FL,Evening,2019-02-27,Wednesday,21:50,90.0
NY,Evening,2019-02-27,Wednesday,22:30,80.0
GA,Night,2019-02-27,Wednesday,23:34,94.0
GA,Midday,2019-02-28,Thursday,12:30,45.0
FL,Midday,2019-02-28,Thursday,13:34,61.0
NY,Midday,2019-02-28,Thursday,14:30,46.0
GA,Evening,2019-02-28,Thursday,19:00,96.0
FL,Evening,2019-02-28,Thursday,21:50,82.0
NY,Evening,2019-02-28,Thursday,22:30,80.0
GA,Night,2019-02-28,Thursday,23:34,8.0
GA,Midday,2019-03-01,Friday,12:30,94.0
FL,Midday,2019-03-01,Friday,13:34,45.0
NY,Midday,2019-03-01,Friday,14:30,20.0
GA,Evening,2019-03-01,Friday,19:00,60.0
FL,Evening,2019-03-01,Friday,21:50,88.0
NY,Evening,2019-03-01,Friday,22:30,95.0
GA,Night,2019-03-01,Friday,23:34,35.0
GA,Midday,2019-03-02,Saturday,12:30,78.0
FL,Midday,2019-03-02,Saturday,13:34,56.0
NY,Midday,2019-03-02,Saturday,14:30,66.0
GA,Evening,2019-03-02,Saturday,19:00,95.0
FL,Evening,2019-03-02,Saturday,21:50,41.0
NY,Evening,2019-03-02,Saturday,22:30,25.0
GA,Night,2019-03-02,Saturday,23:34,18.0
GA,Midday,2019-03-03,Sunday,12:30,3.0
FL,Midday,2019-03-03,Sunday,13:34,41.0
NY,Midday,2019-03-03,Sunday,14:30,62.0
GA,Evening,2019-03-03,Sunday,19:00,82.0
FL,Evening,2019-03-03,Sunday,21:50,14.0
NY,Evening,2019-03-03,Sunday,22:30,80.0
GA,Night,2019-03-03,Sunday,23:34,77.0
GA,Midday,2019-03-04,Monday,12:30,84.0
FL,Midday,2019-03-04,Monday,13:34,84.0
NY,Midday,2019-03-04,Monday,14:30,52.0
GA,Evening,2019-03-04,Monday,19:00,73.0
FL,Evening,2019-03-04,Monday,21:50,35.0
NY,Evening,2019-03-04,Monday,22:30,19.0
GA,Night,2019-03-04,Monday,23:34,43.0
GA,Midday,2019-03-05,Tuesday,12:30,11.0
FL,Midday,2019-03-05,Tuesday,13:34,19.0
NY,Midday,2019-03-05,Tuesday,14:30,38.0
GA,Evening,2019-03-05,Tuesday,19:00,99.0
FL,Evening,2019-03-05,Tuesday,21:50,69.0
NY,Evening,2019-03-05,Tuesday,22:30,55.0
GA,Night,2019-03-05,Tuesday,23:34,54.0
GA,Midday,2019-03-06,Wednesday,12:30,94.0
FL,Midday,2019-03-06,Wednesday,13:34,59.0
NY,Midday,2019-03-06,Wednesday,14:30,34.0
GA,Evening,2019-03-06,Wednesday,19:00,39.0
FL,Evening,2019-03-06,Wednesday,21:50,64.0
NY,Evening,2019-03-06,Wednesday,22:30,60.0
GA,Night,2019-03-06,Wednesday,23:34,7.0
GA,Midday,2019-03-07,Thursday,12:30,52.0
FL,Midday,2019-03-07,Thursday,13:34,92.0
NY,Midday,2019-03-07,Thursday,14:30,33.0
GA,Evening,2019-03-07,Thursday,19:00,36.0
FL,Evening,2019-03-07,Thursday,21:50,3.0
NY,Evening,2019-03-07,Thursday,22:30,87.0
GA,Night,2019-03-07,Thursday,23:34,63.0
GA,Midday,2019-03-08,Friday,12:30,20.0
FL,Midday,2019-03-08,Friday,13:34,61.0
NY,Midday,2019-03-08,Friday,14:30,76.0
GA,Evening,2019-03-08,Friday,19:00,94.0
FL,Evening,2019-03-08,Friday,21:50,45.0
NY,Evening,2019-03-08,Friday,22:30,56.0
GA,Night,2019-03-08,Friday,23:34,5.0
GA,Midday,2019-03-09,Saturday,12:30,39.0
FL,Midday,2019-03-09,Saturday,13:34,46.0
NY,Midday,2019-03-09,Saturday,14:30,32.0
GA,Evening,2019-03-09,Saturday,19:00,82.0
FL,Evening,2019-03-09,Saturday,21:50,1.0
NY,Evening,2019-03-09,Saturday,22:30,28.0
GA,Night,2019-03-09,Saturday,23:34,84.0
GA,Midday,2019-03-10,Sunday,12:30,41.0
FL,Midday,2019-03-10,Sunday,13:34,78.0
NY,Midday,2019-03-10,Sunday,14:30,91.0
GA,Evening,2019-03-10,Sunday,19:00,63.0
FL,Evening,2019-03-10,Sunday,21:50,53.0
NY,Evening,2019-03-10,Sunday,22:30,0.0
GA,Night,2019-03-10,Sunday,23:34,5.0
GA,Midday,2019-03-11,Monday,12:30,29.0
FL,Midday,2019-03-11,Monday,13:34,18.0
NY,Midday,2019-03-11,Monday,14:30,19.0
GA,Evening,2019-03-11,Monday,19:00,83.0
FL,Evening,2019-03-11,Monday,21:50,39.0
NY,Evening,2019-03-11,Monday,22:30,43.0
GA,Night,2019-03-11,Monday,23:34,22.0
GA,Midday,2019-03-12,Tuesday,12:30,5.0
FL,Midday,2019-03-12,Tuesday,13:34,25.0
NY,Midday,2019-03-12,Tuesday,14:30,92.0
GA,Evening,2019-03-12,Tuesday,19:00,11.0
FL,Evening,2019-03-12,Tuesday,21:50,14.0
NY,Evening,2019-03-12,Tuesday,22:30,28.0
GA,Night,2019-03-12,Tuesday,23:34,76.0
GA,Midday,2019-03-13,Wednesday,12:30,5.0
FL,Midday,2019-03-13,Wednesday,13:34,95.0
NY,Midday,2019-03-13,Wednesday,14:30,71.0
GA,Evening,2019-03-13,Wednesday,19:00,45.0
FL,Evening,2019-03-13,Wednesday,21:50,40.0
NY,Evening,2019-03-13,Wednesday,22:30,5.0
GA,Night,2019-03-13,Wednesday,23:34,63.0
GA,Midday,2019-03-14,Thursday,12:30,51.0
FL,Midday,2019-03-14,Thursday,13:34,33.0
NY,Midday,2019-03-14,Thursday,14:30,82.0
GA,Evening,2019-03-14,Thursday,19:00,51.0
FL,Evening,2019-03-14,Thursday,21:50,54.0
